count,dataset,session,movie,location,y_coordinate,x_coordinate,Resp_u,Resp_v,GT_u,GT_v
1204,6,1,1,4,114,395,1.85668177190556,10.3052057370317,-12.9046,-1.12738
1205,6,1,1,5,431,448,6.28329327767227,-1.81639581680717,4.454926,-3.103386
1206,6,1,1,6,293,463,5.75870164274029,6.85609856333818,0.6282654,-12.96115
1207,6,1,1,7,115,468,2.4905099623068,9.76785023772828,-13.47522,-11.39774
1208,6,1,1,8,454,538,6.25569874189588,-0.293922852513631,6.679871,-2.157738
1209,6,1,1,9,161,546,2.66283965005954,8.75770633798529,-13.4718,-10.47403
1210,6,1,1,10,143,620,-5.28621098216412,-0.334914828576229,-19.62476,1.982086
1211,6,1,2,1,174,175,-4.41239126187292,1.37048050705583,6.032928,-0.6081848
1212,6,1,2,2,337,245,1.69369573071601,-2.18746143685307,14.90518,-3.763382
1213,6,1,2,3,104,252,-3.47571584642726,1.00396440424546,-4.749496,0.1098938
1214,6,1,2,4,239,293,-6.33629028246945,1.54713025578132,-9.714386,-1.320709
1215,6,1,2,5,396,318,1.51857528158356,-2.22521941076129,-6.554596,-3.433243
1216,6,1,2,6,316,326,-4.15889654083407,-0.663661730504846,1.579193,-2.431961
1217,6,1,2,7,125,420,2.21146657492095,0.418795071641611,2.300446,6.659241
1218,6,1,2,8,219,467,1.79001013339927,-1.24573656097215,-2.250946,18.94702
1219,6,1,2,9,316,472,4.95579662411397,0.257720250524376,-10.07596,-1.589462
1220,6,1,2,10,255,519,1.69955795246294,1.37733509215746,-6.825623,-7.024323
1221,6,2,1,1,275,88,5.78035259200627,0.659081188499394,10.08737,11.13852
1222,6,2,1,2,332,150,5.80732043127988,0.843630225428724,4.901443,-1.177689
1223,6,2,1,3,429,260,8.95405788890201,0.551596149383289,7.520569,-0.1936264
1224,6,2,1,4,364,332,9.5271624959102,0.951689403693712,-0.6471863,-10.22469
1225,6,2,1,5,86,356,-2.97354399615882,3.30272031500012,-2.027344,17.10556
1226,6,2,1,6,246,375,5.03721755901156,1.48297112786452,13.01581,1.989227
1227,6,2,1,7,134,411,-1.42363915533139,8.03597773454771,-5.663818,6.271576
1228,6,2,1,8,177,464,3.11525096851156,7.40256865002065,-5.866394,-8.365509
1229,6,2,1,9,106,504,-3.86149520398296,9.88011934792893,0.06365967,-12.64374
1230,6,2,1,10,196,552,-2.58338996363516,9.13034828667704,-7.987244,-5.534058
1231,6,2,2,1,302,251,-7.01084727478013,-0.877096526532925,7.356308,-7.86319
1232,6,2,2,2,146,437,-5.89656430948034,-0.534132384439498,-6.833405,8.530304
1233,6,2,2,3,408,451,0.395847316198125,-1.93547733078823,-0.8407898,-2.85228
1234,6,2,2,4,392,599,-3.27071921324775,-0.464770795545458,-6.3927,-1.033081
1235,6,2,2,5,297,653,-0.833236639570993,-0.903522439173483,6.767517,11.58543
1236,6,2,2,6,350,717,-6.73709514997102,-1.31435396441276,-1.357178,-10.28778
1237,6,2,2,7,424,723,-0.279626835033163,-7.15074936844869,3.200378,7.71563
1238,6,2,2,8,157,726,-2.08552127958767,0.709687359375229,8.079529,7.050079
1239,6,2,2,9,111,869,-8.28093123899054,-1.39512464925062,-7.488098,3.975952
1240,6,2,2,10,315,873,-9.15535668999943,-1.08883166439563,9.711487,-15.47057
1241,6,3,1,1,306,265,-4.11071728817948,-1.07124955055582,-6.829712,6.528381
1242,6,3,1,2,276,383,-4.66643043535896,-0.205921447819509,-9.036621,15.24063
1243,6,3,1,3,415,432,-4.38671347531001,-0.773712186237736,3.271423,9.624939
1244,6,3,1,4,150,438,-6.89314490935258,-1.90295052047055,-2.562347,-16.48819
1245,6,3,1,5,117,512,-7.24086182141917,-2.0441761222162,-10.15256,-8.96344
1246,6,3,1,6,306,549,-5.07054594888732,-3.61187635334896,5.677246,-4.930359
1247,6,3,1,7,448,714,-1.07935046424576,-9.23705305840798,9.547546,9.787216
1248,6,3,1,8,140,809,-5.22252477079601,-6.26504706515631,-5.371948,9.978729
1249,6,3,1,9,452,815,0.736033535011481,-4.08105884729389,2.494568,-9.684883
1250,6,3,1,10,189,880,-5.36378720308944,-1.16397148471652,-11.97766,-5.32486
1251,6,3,2,1,292,237,-2.91195720806857,-0.397290054594888,1.429626,-7.690506
1252,6,3,2,2,235,258,-2.32398958397703,3.78634090675525,-7.686478,-4.844086
1253,6,3,2,3,216,289,-0.873704766871944,3.52807775821932,-10.67542,-0.03894043
1254,6,3,2,4,216,369,0.676217033239372,4.30321457424777,-11.31348,8.736328
1255,6,3,2,5,169,461,3.68550255402162,1.55446631184249,-1.833099,16.93256
1256,6,3,2,6,108,582,4.26063405467643,5.0386875636234,2.208923,14.71933
1257,6,3,2,7,449,654,1.91852811221188,0.937119763782304,9.482544,-3.836411
1258,6,3,2,8,242,801,4.24705054637362,4.61885978764506,1.625061,13.02972
1259,6,3,2,9,317,838,4.56744101917194,2.9545609754324,-1.105042,-5.033493
1260,6,3,2,10,125,891,5.23796845012115,1.83831603905903,-1.37677,-12.05765
1261,6,4,1,1,226,269,-13.3118677904413,2.68019271883086,0.6403503,5.50592
1262,6,4,1,2,154,274,10.8012853129518,3.05533042419244,12.19934,9.081238
1263,6,4,1,3,265,281,-15.5564038803804,4.33003883870061,-16.33432,-0.5582886
1264,6,4,1,4,201,282,-2.33566022153429,0.274269370399207,2.710571,5.610596
1265,6,4,1,5,266,318,-14.0263262267494,3.73626918629611,-15.7363,-5.312103
1266,6,4,1,6,115,335,9.78958144746851,-4.04668958564838,17.03592,-5.166901
1267,6,4,1,7,230,335,-6.0504167345598,-2.12085221604124,-9.80899,-0.9835205
1268,6,4,1,8,147,342,10.1755307285634,-5.18494736886899,12.51166,3.410309
1269,6,4,1,9,212,351,-0.194593636821246,-4.84443378993271,-5.99234,-5.216003
1270,6,4,1,10,172,354,9.85703569945499,-4.30993462945213,4.452118,-6.555389
1271,6,4,2,1,219,86,5.16236393701858,5.70119739889824,8.439682,14.48553
1272,6,4,2,2,272,98,2.29371750572476,6.42197114159725,1.54763,10.1994
1273,6,4,2,3,391,106,-7.72009234939493,0.172772377239874,-8.907692,4.821442
1274,6,4,2,4,150,112,4.90993835468419,5.5102687050958,11.76138,13.09561
1275,6,4,2,5,428,186,-9.6301578762765,-4.76455543381178,-12.68005,-2.125397
1276,6,4,2,6,422,308,-9.6407652950424,-8.72078283336054,-11.71518,-8.704849
1277,6,4,2,7,225,336,3.82187327996479,-5.05745434215509,6.78717,1.730408
1278,6,4,2,8,370,399,-7.15318261237403,-8.46593662951496,-6.64624,-10.4402
1279,6,4,2,9,124,518,-0.332163975085463,-13.5248341281066,7.948059,-15.89352
1280,6,4,2,10,274,522,-3.74109201656976,-8.19528448413923,0.3554688,-13.8028
1281,6,5,1,1,206,199,12.4235409916145,-7.33769999665634,-7.734329,5.912079
1282,6,5,1,2,205,219,13.1009519570712,-8.23570859905307,-11.01286,-3.878052
1283,6,5,1,3,236,230,12.4656152821095,-7.69195388904992,-16.34047,-2.503998
1284,6,5,1,4,206,261,11.3708761149022,-7.1477938682081,2.326599,-9.801392
1285,6,5,1,5,205,283,5.50659268600275,-2.78461800963066,3.640686,-7.516357
1286,6,5,1,6,121,327,4.87457041679118,-2.13908991383056,-4.255463,-4.124664
1287,6,5,1,7,148,352,8.55908942367339,-3.24454032593313,1.678955,1.449402
1288,6,5,1,8,104,357,4.83943560399094,0.104789511548569,-7.421021,0.1777649
1289,6,5,1,9,176,373,9.03942432814433,-3.68379099697826,5.443237,4.869995
1290,6,5,1,10,128,393,7.36451773912007,-1.21081996053536,-3.868561,6.235748
1291,6,5,2,1,116,186,-8.06309098195621,-4.73458927637061,-11.95369,-7.519318
1292,6,5,2,2,121,305,-8.43087814703027,-4.15012649647676,-11.99017,-9.948883
1293,6,5,2,3,373,397,4.52558309104557,-6.20323281494189,-3.502899,-6.871124
1294,6,5,2,4,250,438,-1.94980395663323,-3.7382677897177,-5.501709,-4.684875
1295,6,5,2,5,197,581,-5.67669454179531,-3.10752091920364,-7.660767,-4.030334
1296,6,5,2,6,429,596,7.40177926374476,-3.66432594321814,10.46515,-3.018005
1297,6,5,2,7,210,639,-2.44628648490834,2.73488814750573,-10.47742,9.718964
1298,6,5,2,8,264,752,8.45882102162254,2.71401108919426,7.553345,3.796021
1299,6,5,2,9,429,779,7.98325770178841,0.0657780173127218,10.42157,-0.764801
1300,6,5,2,10,132,875,6.31172242829445,4.27023031007786,10.67474,10.69571
1301,6,6,1,1,207,245,13.1754355132491,-4.33087053852426,4.298767,-8.608215
1302,6,6,1,2,219,246,13.7578908287434,-2.39048502530534,0.2823639,-9.634979
1303,6,6,1,3,113,276,-6.75887606367857,1.76325861476997,-10.43854,-8.987213
1304,6,6,1,4,258,291,14.3349914112981,0.867415980096263,5.929871,-0.3844604
1305,6,6,1,5,100,300,-12.1009853140571,6.07031183689056,-15.57983,-3.604309
1306,6,6,1,6,233,310,10.9222841448524,0.139660002449859,9.341431,-0.5888367
1307,6,6,1,7,155,328,-9.42484685394569,7.61987036725171,-0.6721191,7.90094
1308,6,6,1,8,134,341,-10.4115558352253,9.0242958013199,-7.322113,8.77533
1309,6,6,1,9,109,343,-9.0052943001785,3.30195839699162,-14.91522,7.736084
1310,6,6,1,10,222,343,6.51480216964573,1.61707854775029,9.354309,-1.796692
1311,6,6,2,1,174,187,-4.28421519838263,0.727719251907036,-3.441589,-0.3275757
1312,6,6,2,2,128,285,-1.52817919179094,6.08911160607068,-6.145142,10.76514
1313,6,6,2,3,378,407,-6.16343252743338,-10.5528201044151,-9.150696,-13.07773
1314,6,6,2,4,400,498,-4.34891507449487,-8.24870077255815,-0.8009949,-15.37479
1315,6,6,2,5,419,634,0.193405901058121,-11.5066975428186,7.838745,-15.31728
1316,6,6,2,6,286,635,0.824468507009611,-6.40487005954384,7.767273,-9.737274
1317,6,6,2,7,96,639,-1.03383776057403,4.51708968557121,-7.367126,18.19949
1318,6,6,2,8,168,679,3.16189633089971,-10.8437285190259,10.76886,-5.906708
1319,6,6,2,9,310,736,2.07913849691089,-10.1241247357541,13.64233,-12.62811
1320,6,6,2,10,122,786,4.49390130603552,-9.05920415647388,18.24658,-4.897186
1321,6,7,1,1,167,196,-4.44599402099488,-3.34321670308783,-11.27452,0.5657654
1322,6,7,1,2,277,236,-10.3295916799051,-0.987070306781205,-13.26622,-10.25638
1323,6,7,1,3,444,245,1.56163315036108,2.62302362517502,14.59392,5.862343
1324,6,7,1,4,473,310,-0.417584316899684,2.9979798849324,-5.161774,6.592133
1325,6,7,1,5,366,512,3.14818410885862,1.43627687040208,14.47977,0.9066925
1326,6,7,1,6,116,536,-7.57437259357807,10.0387320101128,7.587463,17.09332
1327,6,7,1,7,198,615,-9.97837503755782,3.36519184273724,-9.058899,0.7657166
1328,6,7,1,8,321,714,-11.4236186582274,-5.3458296234906,9.10199,-2.294434
1329,6,7,1,9,426,732,-1.94315013168515,-0.342226768192562,14.66663,-1.716896
1330,6,7,1,10,488,869,-9.67672846288752,0.169076276217267,-3.62384,-3.98278
1331,6,7,2,1,291,175,-7.46523267284212,3.30619851364442,-18.27,2.614777
1332,6,7,2,2,98,287,-6.51869400811266,-0.970545473696708,-2.691956,-1.956055
1333,6,7,2,3,154,364,2.66021518730494,0.463415396800251,13.4747,-2.597626
1334,6,7,2,4,124,468,7.44442336375103,-2.52088435662256,5.182526,-2.343445
1335,6,7,2,5,404,533,-8.51691738101723,0.505272162144489,-15.88464,-0.2265625
1336,6,7,2,6,118,587,6.10714710685962,-2.76135998649529,6.526001,7.499939
1337,6,7,2,7,209,763,0.559661712459882,-2.92952795925707,5.779785,13.81085
1338,6,7,2,8,269,817,2.64949599540041,-2.18923906235677,15.16058,-3.603027
1339,6,7,2,9,98,837,3.52325290823904,3.44238541961705,3.935486,-1.69516
1340,6,7,2,10,349,842,-4.69612007489905,-1.88818588038833,-2.37207,-2.646225
1341,6,8,1,1,363,81,7.03156277586044,-0.0724154520901832,-11.39724,3.113815
1342,6,8,1,2,310,99,6.73912966655518,1.75295536035708,13.52851,4.992218
1343,6,8,1,3,300,188,2.16376114242314,-0.705313198476886,-17.50935,-3.709076
1344,6,8,1,4,79,203,-1.85781233180313,1.7917123940932,-13.66077,0.4231567
1345,6,8,1,5,296,261,7.21123219744689,0.239583199623593,-18.25058,-2.814392
1346,6,8,1,6,273,366,3.71093419814932,0.983749939065824,14.44839,1.424225
1347,6,8,1,7,138,388,3.04407862344863,0.872529656123843,-5.505707,0.7296753
1348,6,8,1,8,155,423,6.33944906819524,0.67341731893056,-10.55002,12.61438
1349,6,8,1,9,236,796,5.72410536510965,-3.88328029246447,16.5022,-5.053162
1350,6,8,1,10,276,825,-2.68265964916718,2.71885460822576,-12.29266,-11.40138
1351,6,8,2,1,115,265,-6.13264865473544,2.0014119249119,-18.66325,2.918365
1352,6,8,2,2,362,303,-9.81873434236489,0.801768660110647,-14.61917,-1.085678
1353,6,8,2,3,108,378,0.0370687504743602,0.965475331806933,15.25711,-2.826508
1354,6,8,2,4,89,587,-0.77818951601347,0.96216210758103,1.932312,0.5596924
1355,6,8,2,5,408,618,-8.237890235013,0.510730036044736,-6.323486,-3.773895
1356,6,8,2,6,252,682,1.92829765096982,-0.36759103795781,4.899231,-2.1073
1357,6,8,2,7,383,772,-8.91543091578001,-0.112788893121373,-14.67761,-3.165787
1358,6,8,2,8,199,784,0.417857846908922,-0.282987689725637,12.27307,-2.240356
1359,6,8,2,9,75,821,-4.49970092020764,1.96942931514307,-7.043823,4.683868
1360,6,8,2,10,456,872,-8.63554639121705,-2.44845112938344,-12.93713,-6.079826
1361,6,9,1,1,309,94,-8.4406337266808,-1.92268371042906,-13.88597,0.06150818
1362,6,9,1,2,204,186,-6.70632035363307,0.726271091377755,-19.29866,1.830994
1363,6,9,1,3,444,380,-4.75355570255133,-3.3786669188512,-7.030396,-3.509735
1364,6,9,1,4,209,484,-0.437742094117356,3.37497400642835,2.720825,8.567108
1365,6,9,1,5,380,502,-2.78729802916696,-1.24766370137227,-7.089905,-1.767517
1366,6,9,1,6,301,524,-2.61551476433336,0.236088857963573,-3.51709,-2.691116
1367,6,9,1,7,88,673,-2.84454891694828,-3.17164893682703,4.644714,10.48007
1368,6,9,1,8,107,798,-3.40438616786264,-5.05411001134378,-0.5453491,-4.355255
1369,6,9,1,9,154,829,-3.38190959725808,-4.84238648928085,5.75415,8.663696
1370,6,9,1,10,322,834,-0.513582762222326,-1.38476217419296,-0.5623779,-3.947205
1371,6,9,2,1,233,117,-2.64187347739726,1.80068035861045,-8.854843,11.4801
1372,6,9,2,2,101,182,1.92404460563606,4.01303935635265,4.682266,11.05005
1373,6,9,2,3,215,246,-1.64501319945486,-0.308011826315678,0.2628326,-6.129089
1374,6,9,2,4,440,330,-1.29520338863668,-3.57209939308256,-3.435791,-6.975121
1375,6,9,2,5,181,366,-2.30052742227434,2.47912654639352,0.1415405,-14.03394
1376,6,9,2,6,153,416,-2.11033150193993,-1.74346903290012,-10.03586,6.922638
1377,6,9,2,7,291,532,-2.13603199948405,-2.5665696070833,-2.170837,-17.57576
1378,6,9,2,8,445,629,-2.28426179051447,-4.56615422525083,-5.405334,-18.22035
1379,6,9,2,9,114,632,-2.84939036303618,1.13195747846827,-9.067017,5.683105
1380,6,9,2,10,109,861,5.43372850701757,5.03904052189098,5.566284,10.03668
1381,6,10,1,1,379,108,3.23806528466169,-1.40564242042184,2.514465,-14.74222
1382,6,10,1,2,186,170,-0.414563424448507,1.34983863624587,17.92548,6.746124
1383,6,10,1,3,430,192,3.50342911955194,-1.0680147622035,-8.431778,-16.88016
1384,6,10,1,4,425,383,-0.834435454031961,0.156925878483495,0.7724915,-16.17461
1385,6,10,1,5,336,473,1.59344150310648,3.81067297767775,10.09793,8.713409
1386,6,10,1,6,380,482,1.1432377886337,5.49346170625925,9.823425,10.01598
1387,6,10,1,7,114,641,1.8489093755677,2.44866238401518,13.75494,3.598663
1388,6,10,1,8,455,706,2.13657026110326,6.71811365205258,4.259338,10.773
1389,6,10,1,9,143,816,2.93613965695873,6.01209285778835,5.295166,4.758209
1390,6,10,1,10,464,874,2.00202609015397,5.69282910631348,-2.513367,6.315826
1391,6,10,2,1,110,96,-1.50228826188565,1.96265295725784,0.5729599,-4.150452
1392,6,10,2,2,420,106,0.990360567624943,2.00483337591745,13.74477,-3.267754
1393,6,10,2,3,459,234,0.0533441984359781,1.20971388320936,10.24773,-1.693085
1394,6,10,2,4,126,252,-0.651656778655854,1.06835854458351,3.51767,-8.457123
1395,6,10,2,5,86,326,0.244770619971815,0.00735433496568838,1.24231,-8.125397
1396,6,10,2,6,192,444,-1.38547121245494,-0.380005576463026,-0.5432129,-6.674866
1397,6,10,2,7,79,548,0.916748388788627,-3.81688531589112,-7.393799,12.66376
1398,6,10,2,8,122,834,-0.735201801847402,0.759110326888622,-9.007874,-7.521271
1399,6,10,2,9,264,840,-2.16215785095483,0.658663318524917,-11.86334,-6.710358
1400,6,10,2,10,443,841,-0.219654183180088,-0.320088542861264,-15.98083,-1.54129
1401,6,11,1,1,89,123,-7.0140485837997,0.414304584889227,-1.692856,-9.950714
1402,6,11,1,2,81,174,-7.52943914941792,-0.126692857564095,-12.20027,-9.144379
1403,6,11,1,3,129,195,-1.18921217633326,1.27185033804136,17.92432,-1.887756
1404,6,11,1,4,82,271,-7.10039179342389,0.0530636482019915,-12.71155,-4.075592
1405,6,11,1,5,402,308,-9.68849933063818,0.151508126789865,-6.70932,1.473495
1406,6,11,1,6,144,343,-6.85421778158932,-0.189972351553696,-6.903473,-4.357544
1407,6,11,1,7,200,611,7.4678588794975,2.19229357405961,9.544922,0.943512
1408,6,11,1,8,93,733,-0.31051152464985,1.70451225990195,-6.897095,-2.44754
1409,6,11,1,9,127,744,1.5126844957654,2.0069757093979,9.301575,7.677734
1410,6,11,1,10,131,875,-7.63010635167153,0.275873061851522,-11.71045,-2.269348
1411,6,11,2,1,391,159,6.87971272351748,2.21230601842431,6.033249,1.119339
1412,6,11,2,2,78,176,6.74306243904162,3.16533518249526,7.583572,0.391449
1413,6,11,2,3,236,250,-9.00165584543979,-4.05693276014799,9.08371,1.597809
1414,6,11,2,4,386,257,-4.56616730841855,-2.86580610042696,-4.42366,-2.159882
1415,6,11,2,5,449,454,-4.02379298068388,-4.810688592093,-13.47446,0.7532959
1416,6,11,2,6,192,488,5.8319255104327,3.80638160088987,13.1127,4.687958
1417,6,11,2,7,168,657,7.05663096457564,2.7242057590131,7.90686,2.507568
1418,6,11,2,8,101,741,1.60368513333734,3.05533245159863,7.527466,6.731171
1419,6,11,2,9,420,838,-9.00249758033007,-4.52068580850001,-12.50287,-5.915756
1420,6,11,2,10,133,846,2.7144645467539,-2.00165013147088,0.4702148,18.74744
1421,6,12,1,1,186,197,-5.59010420349336,-2.85772138399675,-16.59816,-7.387299
1422,6,12,1,2,300,309,-5.73846712649841,-6.98645612985922,-6.192719,-9.356094
1423,6,12,1,3,101,366,-1.79105522996934,-0.508458485979243,8.257172,1.115417
1424,6,12,1,4,364,509,0.469747117129363,-6.6310411823246,0.3059387,-8.2612
1425,6,12,1,5,391,739,1.92304774259395,-8.24219313691557,4.396118,-12.26666
1426,6,12,1,6,150,750,2.07866266497561,-0.245815276889367,4.380676,17.61646
1427,6,12,1,7,131,826,3.34141771684778,-5.09351714091734,7.363708,-3.139923
1428,6,12,1,8,145,861,7.26917481160749,-0.279714091022672,10.73108,4.318024
1429,6,12,1,9,333,864,7.12152654082751,-5.90964679116995,9.354248,-6.974075
1430,6,12,1,10,232,890,7.17048568623432,-3.8303206320546,10.40375,-0.4644165
1431,6,12,2,1,281,225,-3.30346211849115,0.628996395952336,-15.98727,6.395416
1432,6,12,2,2,143,291,3.8844816566245,-0.612809431301053,16.84677,-0.2737122
1433,6,12,2,3,91,507,-2.89282027279591,2.52797123365852,-4.734192,6.516449
1434,6,12,2,4,180,529,1.9032737045691,0.0622018854652472,18.15424,-2.586334
1435,6,12,2,5,97,640,-3.66286680406216,1.73834320135107,-10.46783,9.082428
1436,6,12,2,6,128,683,-3.17805776066262,-0.371640757210929,2.676331,9.016724
1437,6,12,2,7,373,687,-5.07792262977198,0.911325196075318,-14.05048,-0.08709717
1438,6,12,2,8,170,755,-3.57619824439091,1.29827003954837,-16.51428,9.267853
1439,6,12,2,9,393,891,-5.06715509087305,0.979747059277231,-11.81183,-2.25267
1440,6,12,2,10,272,908,2.16632849947389,-2.32365980794511,15.17224,-4.473419
1441,7,1,1,1,329,65,-7.65069156185114,-1.63317216111662,-10.32584858,1.68533802
1442,7,1,1,2,487,69,-2.66545979099937,-1.6657856071474,7.507670879,-4.707900047
1443,7,1,1,3,324,314,-5.39830384024007,0.581354479964389,-6.220096111,-2.523359299
1444,7,1,1,4,421,481,1.90153409467476,-1.06015632597164,5.417063713,-2.050444126
1445,7,1,1,5,309,495,5.37983689416411,-0.376346813810973,16.84173012,-3.27472496
1446,7,1,1,6,309,548,-6.81733670410447,0.960287953192907,-8.610454559,-1.714486599
1447,7,1,1,7,454,551,-2.75000044566902,1.03299753858788,-2.21225214,3.091431618
1448,7,1,1,8,526,552,-4.12546921349162,0.918354094641366,-2.604715347,1.554800391
1449,7,1,1,9,424,559,-8.4776116925096,1.96467531743146,-13.87193871,2.033481121
1450,7,1,1,10,308,572,-6.16240928129685,-1.18649689756211,-6.168654442,-4.349959373
1451,7,1,2,1,297,211,-6.13616317968061,7.085700477986,-3.003850222,5.403832912
1452,7,1,2,2,325,269,0.735199675530495,0.59744520802633,-3.296623945,-2.669610023
1453,7,1,2,3,490,286,2.05979416996137,-0.352962670929835,-1.859196901,2.476205349
1454,7,1,2,4,319,302,0.816902697140696,2.7588971336808,-4.366296768,-3.733813047
1455,7,1,2,5,450,304,2.53216383217872,-0.944508369366776,-3.2744174,-0.486178517
1456,7,1,2,6,299,367,2.61389452140311,1.71706454733769,0.995579481,3.648112059
1457,7,1,2,7,278,412,10.675333964538,1.7997127015761,15.13348484,2.90857935
1458,7,1,2,8,484,440,10.5393876433268,2.76746341755436,10.91799164,2.513940573
1459,7,1,2,9,440,484,11.5027221739956,1.26199434885966,17.80532455,-1.93609488
1460,7,1,2,10,531,541,10.5816395565743,2.08063799799244,9.476158142,-7.779945374
1461,7,2,1,1,399,168,-9.12484598115864,-1.91394057609174,-2.33445549,0.285086274
1462,7,2,1,2,520,194,-7.44854183415558,-1.98004904977385,-7.180162907,6.241897583
1463,7,2,1,3,426,245,0.420418130707322,-0.204332991581844,6.123617172,3.878942251
1464,7,2,1,4,435,330,2.98890134837185,1.32453087876466,-3.682755709,0.545316935
1465,7,2,1,5,449,369,5.8316183389617,3.37019628004665,5.156989098,1.62683928
1466,7,2,1,6,418,388,4.36463892304767,8.08251912943091,0.982410669,13.32297134
1467,7,2,1,7,464,414,2.11866663898379,5.35054538904737,-12.54683495,8.943142891
1468,7,2,1,8,395,449,-3.25144905513371,9.47637785955974,-1.347810984,5.602134228
1469,7,2,1,9,431,492,-4.74545090486952,-0.275409579828451,-0.03416276,-11.49314308
1470,7,2,1,10,403,538,-6.95175885173553,-3.18988809168437,-4.840671539,-3.822823524
1471,7,2,2,1,474,172,-11.4241912563253,-6.10808318098113,-10.60322285,-15.67800903
1472,7,2,2,2,522,196,-9.23863605032992,-6.31914639376568,-3.434134722,-9.166401863
1473,7,2,2,3,427,238,-6.19540907064229,-2.21843444656492,-6.43128109,4.191688538
1474,7,2,2,4,316,243,-6.70240229187927,1.20683926375093,-5.641873837,1.060966253
1475,7,2,2,5,272,256,-4.23062362998009,3.02403750079958,-0.578971863,4.37136364
1476,7,2,2,6,287,321,-6.38757158168437,7.8700693571309,-7.916530609,15.56182861
1477,7,2,2,7,342,387,-3.53093582737339,-2.28583297637234,-3.398555279,-3.085406303
1478,7,2,2,8,491,451,-6.56937580857338,-5.02433726134736,-8.237783432,6.328084946
1479,7,2,2,9,400,527,-8.94701707457328,0.116939279658194,-15.37942123,-3.704948902
1480,7,2,2,10,300,558,5.74362687230392,-7.91264888145174,4.64974165,-10.12073708
1481,7,3,1,1,367,100,-7.3934264279171,-2.79913727160667,-12.31038952,7.18908596
1482,7,3,1,2,430,120,-7.3579536293376,-2.43150383979045,-7.473916531,-8.316958427
1483,7,3,1,3,287,126,-10.2725725235986,-3.49909989665137,-1.776493073,-10.41151524
1484,7,3,1,4,336,131,-9.28380332318373,-2.23431239623295,-7.769713879,-9.510732651
1485,7,3,1,5,426,150,-2.41368532709902,-2.61537550192886,-7.551222801,-8.760874748
1486,7,3,1,6,398,151,-3.73723345757791,-1.08084004501962,5.358215332,0.275560975
1487,7,3,1,7,470,152,-3.08645158871275,-2.77033575897411,3.027230501,5.228149414
1488,7,3,1,8,457,173,5.15652219424665,-1.39069425514111,7.304565907,0.525319338
1489,7,3,1,9,501,186,4.36228140707582,-1.86728719438735,5.206303596,0.548262477
1490,7,3,1,10,401,213,-3.18589345345033,-2.35649112631981,-5.937745094,-2.93295145
1491,7,3,2,1,343,224,-7.45905093540191,2.50935407895528,-3.462429523,7.205422401
1492,7,3,2,2,330,295,3.40997895453297,3.2786678869542,2.478020906,7.347744465
1493,7,3,2,3,294,309,1.16471297484045,-0.524169744068018,-7.722150803,-4.825629711
1494,7,3,2,4,355,326,2.93849440655508,0.924298071573973,5.642412663,11.83675957
1495,7,3,2,5,325,366,-1.66802954182575,2.22038395056031,4.575076103,-2.639108419
1496,7,3,2,6,471,392,0.308137225844094,-1.54650784985231,-0.711069345,18.83024788
1497,7,3,2,7,333,449,10.9605059389013,1.9380224210843,16.35560226,1.076771259
1498,7,3,2,8,422,471,10.7623144942209,2.28975314194612,14.53266335,4.486376286
1499,7,3,2,9,457,492,8.70184913545467,2.44747168250777,2.914197206,2.005426168
1500,7,3,2,10,335,550,-3.19713989771433,0.0807195950466715,-5.346570969,1.712691069
1501,7,4,1,1,428,146,-9.43820351778393,1.11631818139378,-12.28542042,2.034757137
1502,7,4,1,2,261,174,-9.46113839021577,0.341981448643864,-6.013390541,-0.128119946
1503,7,4,1,3,550,249,-9.90032228322082,-2.83524862180617,-14.64215851,8.992321968
1504,7,4,1,4,335,381,-5.40487638299684,-4.02664936067195,-2.266607046,0.29213357
1505,7,4,1,5,318,401,2.63701671387607,-2.79999541022616,8.396026611,4.934610367
1506,7,4,1,6,383,445,-1.50342412016039,-4.0007198991769,-1.844957113,2.569859028
1507,7,4,1,7,316,538,-8.35848068350947,-4.8499517291492,-11.09418583,-1.776895523
1508,7,4,1,8,449,555,-7.79760230748622,-4.86984751595829,-8.556614876,-13.28168583
1509,7,4,1,9,395,567,-7.48688135174605,-5.26041238424645,7.318684578,-0.954720616
1510,7,4,1,10,320,572,-8.69526080763194,-4.59103599582385,9.123599052,-1.202808619
1511,7,4,2,1,280,216,-1.61279985516786,6.59246287973277,-3.488547802,12.11005116
1512,7,4,2,2,284,244,0.497116759160528,1.22793066635979,0.425291777,-5.185948372
1513,7,4,2,3,296,259,-0.0630680719564919,-1.05026256013363,0.232180834,9.552667618
1514,7,4,2,4,442,262,-1.21964027833594,-0.173080686747937,5.642900467,-17.54356766
1515,7,4,2,5,416,274,-2.08516890573107,-1.66960453690589,8.693536758,-10.38430023
1516,7,4,2,6,395,282,-1.67570660977962,-0.240662440250291,-0.103312254,-6.939733028
1517,7,4,2,7,293,309,-4.2974601369231,2.11826739746184,-4.020289898,7.951045036
1518,7,4,2,8,292,354,-0.904119225312008,4.78510941864535,-2.521003723,6.951457024
1519,7,4,2,9,325,359,-0.593887758212005,-1.7057858108004,4.764142036,-7.593071938
1520,7,4,2,10,370,483,-4.07076819088673,-3.66192823429717,-3.212266207,-2.625501394
1521,7,5,1,1,316,155,1.2066657891397,0.900597049304306,-1.257321835,2.669932604
